"Office of Special Education and Rehabilitative Services, Department of Educaion",Final Priority--Training of Interpreters for Individuals Who Are Deaf or Hard of Hearing and Individuals Who Are Deaf-Blind Program. Final priority,2016,Federal register,81,156,,53271,53280,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987629893&partnerID=40&md5=211a98b3368d50cd5733ed8801f0527c,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Office of Special Education and Rehabilitative Services, Department of Education",Final Priority--Training of Interpreters for Individuals Who Are Deaf or Hard of Hearing and Individuals Who Are Deaf-Blind Program. Final priority,2016,Federal register,81,142,,48335,48346,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981333081&partnerID=40&md5=dda5bdda794e0976ef36a1cba6ef036b,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Wald M., Bell J.-M., Boulain P., Doody K., Gerrard J.",Correcting automatic speech recognition captioning errors in real time,2007,International Journal of Speech Technology,10,1,,1,15,,4,10.1007/s10772-008-9014-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349113198&doi=10.1007%2fs10772-008-9014-4&partnerID=40&md5=a758badeea0d87e8ff053fe451ba9912,"Ryerson University, Canada",43.6576585,-79.3788017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6576585,-79.3788017
Soriano L.M.,Vertical juridical disputes over legal bases,2007,West European Politics,30,2,,321,337,,4,10.1080/01402380701239764,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947419214&doi=10.1080%2f01402380701239764&partnerID=40&md5=1d8aff7c8d6eb9c5ffd3548665571f91,"REHSEIS, CNRS, UniversitÅ_ Denis Diderot Paris VII, Case Courrier 7064, 2 Place Jussieu, Paris Cedex 05, France",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Hirakawa S.,Hearn: Interpreter of the animistic world of the Japanese,2007,Lafcadio Hearn In International Perspectives,,,,55,61,,,10.1163/ej.9781905246267.i-284,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882198724&doi=10.1163%2fej.9781905246267.i-284&partnerID=40&md5=844aa3838766c8309644b0c522072c32,"Departamento de Matemâ€¡ticas, Universidad de Sonora, Hermosillo, Sonora, CP 83000, Mexico",29.0810744,-110.9612275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0810744,-110.9612275
Hirakawa S.,"What does his greek mother mean to hearn, the Japan interpreter?",2007,Lafcadio Hearn In International Perspectives,,,,16,29,,,10.1163/ej.9781905246267.i-284,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882182332&doi=10.1163%2fej.9781905246267.i-284&partnerID=40&md5=c72a00b7c3876d000b66229043dcc1ba,"Microsoft Research, Redmond, WA, United States",47.6418392,-122.1407464,,"EECS Department, University of California, Berkeley, Berkeley, CA, United States",,"CS Lab. SRI International, Menlo Park, CA, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6418392,-122.1407464
Klein R.,Physiognomy of an interpreter: On Peter Uehlings Karajan-direction [Physiognomie eines interpreten: Zu Peter Uehlings Karajan-deutung],2007,Merkur,,695,,258,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-61049145295&partnerID=40&md5=8a8bb67af3732f1db4614f6721a5098e,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Nakane I.,Problems in communicating the suspect's rights in interpreted police interviews,2007,Applied Linguistics,28,1,,87,112,,16,10.1093/applin/aml050,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34047202711&doi=10.1093%2fapplin%2faml050&partnerID=40&md5=e89466ee12a32d6723cfe61cc8fed977,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Delisle A., Durand M-J., Imbeau D., LariviÂère C.",The effects of two interventions on persistent pain: A multiple single-case study among sign language interpreters,2007,International Journal of Industrial Ergonomics,37,2,,111,123,,2,10.1016/j.ergon.2006.10.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846357056&doi=10.1016%2fj.ergon.2006.10.011&partnerID=40&md5=cc0d9f0120d153077d59f63ef8b813ae,"University of Vienna, Vienna, Austria",48.2131855,16.3600504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2131855,16.3600504
Hsieh E.,Interpreters as co-diagnosticians: Overlapping roles and services between providers and interpreters,2007,Social Science and Medicine,64,4,,924,937,,67,10.1016/j.socscimed.2006.10.015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846175748&doi=10.1016%2fj.socscimed.2006.10.015&partnerID=40&md5=36e503257136ce95faa4eb06f12f2123,"UniversitÅ_ de GenÂève, GenÂève, Switzerland",0,0,,Omegaminus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
PÅ¡chhacker F.,Coping with Culture in Media Interpreting,2007,Perspectives: Studies in Translatology,15,2,,123,142,,16,10.1080/13670050802153798,https://www.scopus.com/inward/record.uri?eid=2-s2.0-47849090224&doi=10.1080%2f13670050802153798&partnerID=40&md5=855d080e387f57a8492d3e878b320bd0,Universidad Nacional de San Juan,-31.5398537,-68.5772431,,"San Luis 2379 (oeste), 5400 San Juan, Argentina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5398537,-68.5772431
"Proverbio A.M., Roberta A., Alberto Z.",The organization of multiple languages in polyglots: Interference or independence?,2007,Journal of Neurolinguistics,20,1,,25,49,,11,10.1016/j.jneuroling.2006.01.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751239121&doi=10.1016%2fj.jneuroling.2006.01.003&partnerID=40&md5=1d27d1803624a30c61c2beb5a2fccf57,"Department of Spanish and Portuguese, San Diego State University, 5500 Campanile Drive (A and L 111), San Diego, CA 92182-6018, United States",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Garrett G., Kelemen R.D., Schulz H.","The European court of justice, national governments, and legal integration in the European Union",2007,International Law and International Relations,,,,486,512,,,10.1017/CBO9780511808760.022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925686423&doi=10.1017%2fCBO9780511808760.022&partnerID=40&md5=bb078d9b1f1441fc493b15ce2ddf8b06,National Taiwan University,25.0173405,121.5397518,,"University of Texas, Austin, TX, United States",,"Department of Foreign Languages and Literatures, National Taiwan University, No. 1, Sec. 4, Roosevelt Road, Taipei 10617, Taiwan",,"Educational Psychology Department, University of Texas, 1 University Station D5800, Austin, TX 78712-1294, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0173405,121.5397518
"MÅ Å ttÅ  M., Rantala K.",The Evaluator as a Critical Interpreter: Comparing Evaluations of Multi-Actor Drug Prevention Policy,2007,Evaluation,13,4,,457,476,,6,10.1177/1356389007082131,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35348900690&doi=10.1177%2f1356389007082131&partnerID=40&md5=ba13294bf82b4106da99c6790b2966a6,"Centre for Translation and Intercultural Studies, School of Languages, Linguistics and Cultures, University of Manchester, Oxford Road, Manchester M13 9PL, United Kingdom",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Vincent C., Deaudelin I., Hotton M.",Pilot on evaluating social participation following the use of an assistive technology designed to facilitate face-to-face communication between deaf and hearing persons,2007,Technology and Disability,19,4,,153,167,,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049163429&partnerID=40&md5=f74a5143c191346bfa25ac9d7be83f27,"Department of International Language Studies and Computational Linguistics, Copenhagen Business School, Dalgas Have 15, DK-2000 Frederiksberg, Denmark",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Berg C., Dyke S.V.",Communicating with Limited English Proficient Patients: Interpreter Services,2007,Immigrant Medicine,,,,57,67,,1,10.1016/B978-0-323-03454-8.50010-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884455151&doi=10.1016%2fB978-0-323-03454-8.50010-3&partnerID=40&md5=68d563611bb1caaae8f8f54cf10754d4,"Freie UniversitÅ t Berlin, Institut fÅ¸r Soziologie, GarystraÂ§e 55, 14195 Berlin, Germany",52.4495364,13.2759744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4495364,13.2759744
"Bischoff A., Steinauer R.",Nursing interpreters? Interpreting nurses? [Pflegende Dolmetschende? Dolmetschende Pflegende? Literaturanalyse.],2007,Pflege,20,6,,343,351,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-43549112706&partnerID=40&md5=75d4d4a78132f84c513e9697d8beaa06,Macquarie University,-33.7738237,151.1126498,,"Department of Linguistics, Macquarie University, North Ryde NSW 2109, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.7738237,151.1126498
West J.C.,"Deaf patient could have been discriminated against because interpreter was not made available. Abernathy v. Valley Medical Center, No. C06-001MJP (W.D. Wash. May 25, 2006).",2007,Journal of healthcare risk management : the journal of the American Society for Healthcare Risk Management,27,2,,47,48,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891869793&partnerID=40&md5=df53176e9e72e49f194050727ecf2e7c,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Li K.K., Harris K., Hadi S., Chow E.","What should be the optimal cut points for mild, moderate, and severe pain?",2007,Journal of Palliative Medicine,10,6,,1338,1346,,72,10.1089/jpm.2007.0087,https://www.scopus.com/inward/record.uri?eid=2-s2.0-37349018734&doi=10.1089%2fjpm.2007.0087&partnerID=40&md5=62e5d8206406fd549f8891b962d684e5,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Frankovâ€¡ V.,The interpreter role of clinical geneticist in the process of genetic testing [Interpret - Jedna z rolâ€™ klinickÅ_ho genetika],2007,Casopis Lekaru Ceskych,146,11,,840,843,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36349004157&partnerID=40&md5=898f35054618f9beaa7f5a7ab5f988bf,Shanghai International Studies University,31.2761355,121.4828523,,University of Geneva,,"236 rue St. Martin, Paris 75003, France",,"Ecole de Traduction et d'InterprÅ_tation, Bd. du Pont-d'Arve 40, 1211 GenÂève 4, Switzerland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2761355,121.4828523
"Gany F., Kapelusznik L., Prakash K., Gonzalez J., Orta L.Y., Tseng C.-H., Changrani J.",The impact of medical interpretation method on time and errors,2007,Journal of General Internal Medicine,22,SUPPL. 2,,319,323,,23,10.1007/s11606-007-0361-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35448971108&doi=10.1007%2fs11606-007-0361-7&partnerID=40&md5=1031ad8b11c80a821f0bcf500d6382b1,"Institute of Governmental Studies, University of California, Berkeley, United States",37.8718992,-122.2585399,,"National Conference of State Legislatures, United States",,"University of Rochester, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8718992,-122.2585399
"Moreno M.R., Otero-Sabogal R., Newman J.",Assessing dual-role staff-interpreter linguistic competency in an integrated healthcare system,2007,Journal of General Internal Medicine,22,SUPPL. 2,,331,335,,37,10.1007/s11606-007-0344-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35448958165&doi=10.1007%2fs11606-007-0344-8&partnerID=40&md5=75bbf3caa4505106edfff2c33777cdfb,"Department of Linguistics, Macquarie University, Sydney, NSW, Australia",-33.7738237,151.1126498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.7738237,151.1126498
"Gany F., Leng J., Shapiro E., Abramson D., Motola I., Shield D.C., Changrani J.",Patient satisfaction with different interpreting methods: A randomized controlled trial,2007,Journal of General Internal Medicine,22,SUPPL. 2,,312,318,,44,10.1007/s11606-007-0360-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35448941578&doi=10.1007%2fs11606-007-0360-8&partnerID=40&md5=bc61a990453195b69e9ceeabada1ec84,"Translation, and Interpreting Programs, Department of Linguistics, Macquarie University, Macquarie, NSW, Australia",0,0,,"School of Psychology, University of New South Wales, NSW, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Jacobs E.A., Sadowski L.S., Rathouz P.J.",The impact of an enhanced interpreter service intervention on hospital costs and patient satisfaction,2007,Journal of General Internal Medicine,22,SUPPL. 2,,306,311,,46,10.1007/s11606-007-0357-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35448982009&doi=10.1007%2fs11606-007-0357-3&partnerID=40&md5=7bd00dd55756928918b9346d45093b7e,"University of Dublin, Trinity College, Dublin, Ireland",53.3437935,-6.2545716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3437935,-6.2545716
"Schenker Y., Wang F., Selig S.J., Ng R., Fernandez A.",The impact of language barriers on documentation of informed consent at a hospital with on-site interpreter services,2007,Journal of General Internal Medicine,22,SUPPL. 2,,294,299,,57,10.1007/s11606-007-0359-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35448955784&doi=10.1007%2fs11606-007-0359-1&partnerID=40&md5=5ee84e8bc12dd03741bed0149c24b23f,"Deaf Resource Center, Quezon City, Philippines",14.6307606,121.048721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6307606,121.048721
"Lie D., Boker J., Bereknyei S., Ahearn S., Fesko C., Lenahan P.",Validating measures of third year medical students' use of interpreters by standardized patients and faculty observers,2007,Journal of General Internal Medicine,22,SUPPL. 2,,336,340,,12,10.1007/s11606-007-0349-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35448937704&doi=10.1007%2fs11606-007-0349-3&partnerID=40&md5=762d55851cb4d42e00717765d18f6a54,"Technische UniversitÅ t, Dresde",51.0292734,13.7289964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0292734,13.7289964
"Ngo-Metzger Q., Sorkin D.H., Phillips R.S., Greenfield S., Massagli M.P., Clarridge B., Kaplan S.H.",Providing high-quality care for limited english proficient patients: The importance of language concordance and interpreter use,2007,Journal of General Internal Medicine,22,SUPPL. 2,,324,330,,124,10.1007/s11606-007-0340-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35448931671&doi=10.1007%2fs11606-007-0340-z&partnerID=40&md5=cdb412f09d1015fd84689cd41bcc1e4d,"Institut fÅ¸r Germanistische Literaturwissenschaft, Germanistische MediÅ vistik, Friedrich-Schiller-UniversitÅ t Jena, FÅ¸rstengraben 18, D-07743 Jena, Germany",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Ross R.M., Corry D.B.",Software for interpreting cardiopulmonary exercise tests,2007,BMC Pulmonary Medicine,7,,15,,,,3,10.1186/1471-2466-7-15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-37049022180&doi=10.1186%2f1471-2466-7-15&partnerID=40&md5=64d00c5fe36b5308ef46d6c4a2011e0b,"UniversitÅ_ de Turku, Turku, Finland",60.4562974,22.2851138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4562974,22.2851138
Sleptsova M.,If the provision of information runs into the language barrier - About the cooperation with interpreters [Wenn die vermittlung von informationen auf eine sprach-barriere trifft - Zur zusammenarbeit mit Å¸bersetzern],2007,Therapeutische Umschau,64,10,,575,579,,2,10.1024/0040-5930.64.10.575,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35348932815&doi=10.1024%2f0040-5930.64.10.575&partnerID=40&md5=0d4b21382e768390c3d8cac079224f85,"London College of Communication, University of the Arts, Elephant and Castle, London SE1 6SB, United Kingdom",51.4944629,-0.1015204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4944629,-0.1015204
"Kern S.E., Shibata D.",The fuzzy math of solid tumor stem cells: A perspective,2007,Cancer Research,67,19,,8985,8988,,76,10.1158/0008-5472.CAN-07-1971,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35148900228&doi=10.1158%2f0008-5472.CAN-07-1971&partnerID=40&md5=966c0aab992ae1b12f8d78743177eb8d,"The Dickinson School of Law, The Pennsylvania State University, State College, PA, United States",40.7982133,-77.8599084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7982133,-77.8599084
"Langlet P., Delwaide J.",How to interpret a hyperferritinemia? [Comment interprÅ_ter une Å_lÅ_vation de la ferritine sÅ_rique?],2007,Revue Medicale de Bruxelles,28,4,,265,269,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35148860261&partnerID=40&md5=0eba83c16f4f640b2570135061c1978d,"Whittier College, United States",33.9787932,-118.0322842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9787932,-118.0322842
"Rosenberg E., Leanza Y., Seller R.",Doctor-patient communication in primary care with an interpreter: Physician perceptions of professional and family interpreters,2007,Patient Education and Counseling,67,3 SPEC. ISS.,,286,292,,54,10.1016/j.pec.2007.03.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250870625&doi=10.1016%2fj.pec.2007.03.011&partnerID=40&md5=1033a86e96a75a3d6053413dd21371d4,"General Studies Unit, Engineering and Computer Science, Concordia University, Montreal, Que., Canada",0,0,,"1455 de Maisonneuve Blvd W, Montreal, Que. H3G 1M8, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Shiu-Thornton S., Balabis J., Senturia K., Tamayo A., Oberle M.",Disaster preparedness for limited english proficient communities: Medical interpreters as cultural brokers and gatekeepers,2007,Public Health Reports,122,4,,466,471,,13,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547656289&partnerID=40&md5=b0aeb1ec918f0e71820f0b044fdc1faf,"The Centre for Addiction and Mental Health, the Department of Pharmacology, University of Toronto, M5S 1A8, Canada",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Murray J.B., Klinger L., McKinnon C.C.",The deaf: An exploration of their participation in community life,2007,"OTJR Occupation, Participation and Health",27,3,,113,120,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547140179&partnerID=40&md5=17e73511ddb894e9b5d0572c6de34d68,"Scuola Superiore di Lingue Moderne per Interpreti e Traduttori, Universita di Trieste, Via F. Filzi 14, 34127 Trieste, Italy",45.6547913,13.7745934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6547913,13.7745934
"Zayas L.H., Cabassa L.J., Perez M.C., Cavazos-Rehg P.A.",Using interpreters in diagnostic research and practice: Pilot results and recommendations,2007,Journal of Clinical Psychiatry,68,6,,924,928,,5,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34347362898&partnerID=40&md5=e494d6e63d49f86a491b42aa8426c28e,"Interpreter and Translator Training Centre, ELTE University, Budapest, Muzeum krt. 4/F, H-1088 Budapest, Hungary",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Lemoine M.,Privacy and medical secrecy: Philosophical interpretation of reports between ethics and rights [IntimitÅ_ etÃ_secret mÅ_dical. InterprÅ_tation philosophique des rapports entre Å_thique et droit],2007,Medecine et Droit,2007,84,,73,79,,2,10.1016/j.meddro.2007.04.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250353952&doi=10.1016%2fj.meddro.2007.04.002&partnerID=40&md5=202b3713451b1280f4e8abf9c7c5ea98,"Medical Effectiveness Research Center for Diverse Populations, Department of Medicine, University of California, San Francisco, 1701 Divisadero, San Francisco, CA 94143-1732, United States",0,0,,"Collaborative Research Unit, Cook County Hospital, Rush Medical College, Chicago, IL, United States",,"San Francisco General Hospital, Department of Medicine, University of California, San Francisco, CA, United States",,"Department of Medicine, Center for Health Professions, University of California, San Francisco, CA, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Hunt L.M., De Voogd K.B.",Are good intentions good enough?: Informed consent without trained interpreters,2007,Journal of General Internal Medicine,22,5,,598,605,,26,10.1007/s11606-007-0136-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250370901&doi=10.1007%2fs11606-007-0136-1&partnerID=40&md5=f67f42fbe58a952fe863e8dd337323d5,"School of Electronics and Computer Science, University of Southampton, Southampton SO171BJ, United Kingdom",50.9374924,-1.3979112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9374924,-1.3979112
"Hirsch J., Marano F.",Better patient care through video interpretation. A New Jersey hospital uses teleconferencing tools and interpreters to break down patient language and hearing barriers.,2007,Health management technology,28,3,,30,"31, 37",,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248196590&partnerID=40&md5=2dd92386302260bdb948b9f39e21c7bc,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Provencher M.T., Mazzocca A., Romeo A.A.",Biologics in rotator cuff surgery: Management of rotator cuff tears with an extracellular matrix patch,2007,Techniques in Orthopaedics,22,1,,43,54,,5,10.1097/01.bto.0000261758.10190.4e,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247262666&doi=10.1097%2f01.bto.0000261758.10190.4e&partnerID=40&md5=0afb6c1d4cb6208825216a0613fe9a5c,"University of Tokyo, Japan",35.7126775,139.761989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7126775,139.761989
Boulet P.,"Breast imaging among young girls: What to ask, how to interpret? [Imagerie des seins chez la jeune fille: Que demander, comment interprÅ_ter?]",2007,Reproduction Humaine et Hormones,20,1/2/17,,39,42,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249996496&partnerID=40&md5=9b64ad6d5784589be3a45341894de52b,"University of Tokyo, Japan",35.7126775,139.761989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7126775,139.761989
"O'Hanlon K.P., Lerner E.B.",Post-war development of emergency medicine in Kosovo,2007,Emergency Medicine Journal,24,1,,18,21,,1,10.1136/emj.2006.035998,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846275848&doi=10.1136%2femj.2006.035998&partnerID=40&md5=0a43289176b4bd82c7cdae62fe41e639,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Noble J., Schendel S., Daniel S., Baerlocher M.O.",Motivations and future trends: A survey of Canadian ophthalmology residents,2007,Canadian Journal of Ophthalmology,42,6,,821,825,,12,10.3129/I07-156,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38149058916&doi=10.3129%2fI07-156&partnerID=40&md5=b148220a6c9371e7a85b51a19df82e37,"University of Melbourne, Australia",-37.7963689,144.9611738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.7963689,144.9611738
"Gerber Y., Jacobsen S.J., Killian J.M., Weston S.A., Roger V.L.","Participation bias assessment in a community-based study of myocardial infarction, 2002-2005",2007,Mayo Clinic Proceedings,82,8,,933,938,,19,10.4065/82.8.933,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547615013&doi=10.4065%2f82.8.933&partnerID=40&md5=e75138eace5c6b58baeb4db5eb8fe234,"Robert-Sauve Occupational Health and Safety Research Inst. (IRSST) 505 boul. De Maisonneuve Ouest, MontrÅ_al, QuÅ_. H3A 3C2, Canada",0,0,,"CAPRIT (Centre for Action in Work Disability Prevention and Rehabilitation), 1111 St-Charles St. W., Que. J4K 5G4, Canada",,"Æ’cole Polytechnique de MontrÅ_al, DÅ_partement de MathÅ_matique et gÅ_nie industriel, 2500, Chemin de Poly, MontrÅ_al, Que., H3T 1J4, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Ivanescu N.A., Borangiu Th., Brotac S., Dogar A.",Implementation of sequential function charts with microcontrollers,2007,"2007 Mediterranean Conference on Control and Automation, MED",,,4433852,,,,,10.1109/MED.2007.4433852,https://www.scopus.com/inward/record.uri?eid=2-s2.0-50249100341&doi=10.1109%2fMED.2007.4433852&partnerID=40&md5=370fd040b2ad6e0a7107cc952d5c2453,"University of Oklahoma, Norman, OK, United States",35.2058936,-97.4457137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2058936,-97.4457137
Giordano S.,Overview of the Advantages and Disadvantages of Professional and Child Interpreters for Limited English Proficiency Patients in General Health Care Situations,2007,Journal of Radiology Nursing,26,4,,126,131,,4,10.1016/j.jradnu.2007.09.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36549005461&doi=10.1016%2fj.jradnu.2007.09.002&partnerID=40&md5=bfbca37f3880798bb51b1911a280239a,"Centre for Translation Studies, University of Vienna, Austria",48.2131855,16.3600504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2131855,16.3600504
"Colijn C., Mackey M.C.",Bifurcation and bistability in a model of hematopoietic regulation,2007,SIAM Journal on Applied Dynamical Systems,6,2,,378,394,,17,10.1137/050640072,https://www.scopus.com/inward/record.uri?eid=2-s2.0-39649091518&doi=10.1137%2f050640072&partnerID=40&md5=748cf2697a434232df49f28f021efdba,"Department of Psychology, University of Milano-Bicocca, Viale dellInnovazione 10, 20126 Milan, Italy",45.5112659,9.2112809,,"Institute of Bioimaging and Molecular Physiology, National Research Council, Via Fratelli Cervi 93, Segrate, 20090 Milan, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5112659,9.2112809
"Vran_ J., Bergel A.",The debuggable interpreter design pattern,2007,"ICSOFT 2007 - 2nd International Conference on Software and Data Technologies, Proceedings",PL,DPS/KE//-,,22,29,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649939027&partnerID=40&md5=e5edd9fb7f61d82d9904c05d41d97212,"University of Southern California, Los angeles, CA, United States",34.0223519,-118.285117,,"Lincoln College, University of Oxford, United Kingdom",,"University of Pennsylvania, Philadelphia, PA, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0223519,-118.285117
Guiard Y.,De l'ambigutÅ_ des Å_critures fractionnaires: Comment interprÅ_ter l'expression D/W dans la loi de Fitts?,2007,"Proceedings of the 19th International Conference of the Association Francophone d'Interaction Homme-Machine, IHM '07",397,,,19,22,,1,10.1145/1541436.1541440,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952777988&doi=10.1145%2f1541436.1541440&partnerID=40&md5=3a9a4e906fe5c8be6ceb54e8f8d7e448,"University of Helsinki, Department of Sociology, University of Helsinki, POB 18, 00014, Finland",0,0,,"National Research Institute of Legal Policy, POB 444, 00531 Helsinki, Finland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Pattananupong U., Tongpadungrod P., Chaiyaratana N.",Genetic programming and neural networks as interpreters for a distributive tactile sensing system,2007,"2007 IEEE Congress on Evolutionary Computation, CEC 2007",,,4424996,4027,4034,,,10.1109/CEC.2007.4424996,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955245425&doi=10.1109%2fCEC.2007.4424996&partnerID=40&md5=2e8244549b183c025202801d81924e23,"Centre for Interdisciplinary Research in Rehabilitation Social Integration (CIRRIS), Institut de RÅ_adaptation en DÅ_ficience Physique de QuÅ_bec, 525 boul. Wilfrid-Hamel est, QuÅ_bec, QC G1M 2S, Canada",0,0,,"DÅ_partement de RÅ_adaptation, UniversitÅ_ Laval, Pavillon Ferdinand-Vandry, QuÅ_bec, QC G1K 7P, Canada",,"Institut de RÅ_adaptation en DÅ_ficience Physique de QuÅ_bec, Program DÅ_ficience Auditive (ClientÂèle Adulte), 525 boul. Wilfrid-Hamel est, QuÅ_bec, QC G1M 2S, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
