Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations 1,geo_latitude,geo_longitude,geo_accuracy,Affiliations 2,Coordinates 2,Affiliations 3,Coordinates 3,Affiliations 4,Coordinates 4,Affiliations 5,Coordinates 5,Affiliation 6,Coordinates 6,Affiliation 7,Coordinates 7,Affiliation 8,Coordinates 8,Affiliation 9,Coordinates 9,Affiliation 10,Coordinates 10,Affiliation 11,Coordinates 11,Affiliation 12,Coordinates 12,Affiliation 13,Coordinates 13,Affiliation 14,Coordinates 14,Affiliation 15,Coordinates 15,Affiliation 16,Coordinates 16,Affiliation 17,Coordinates 17,Lat,Lng
"Jagodzi?ski P., Wolski R.",Assessing the educational effectiveness of films of chemical experiments for educating deaf-Mute junior high and high school students,2012,Journal of Chemical Education,89,9,,1122,1127,,1,10.1021/ed101052w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865084950&doi=10.1021%2fed101052w&partnerID=40&md5=e4e482a7fa4714c2f7500a63dd7a7c89,"University of New South Wales, Australia",-33.917347,151.2312675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.917347,151.2312675
Farget D.,Defining roma identity in the European court of human rights,2012,International Journal on Minority and Group Rights,19,3,,291,316,,5,10.1163/15718115-01903002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864485976&doi=10.1163%2f15718115-01903002&partnerID=40&md5=dcd36c541bd3c52a34c265b33b6b648f,"University of Delaware, United States",39.6779504,-75.7506114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6779504,-75.7506114
"Shisheng L., Shuang L.",The role shift of the interpreter to a cultural mediator: From the perspective of cultural orientations and contexting,2012,Babel,58,2,,145,163,,,10.1075/babel.58.2.02lu,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864486212&doi=10.1075%2fbabel.58.2.02lu&partnerID=40&md5=39a0a851e8edbb5d4b40b574dfc38c4d,"Australian National University, Australia",-35.2776999,149.118527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-35.2776999,149.118527
"Warnicke C., Plejert C.",Turn-organisation in mediated phone interaction using Video Relay Service (VRS),2012,Journal of Pragmatics,44,10,,1313,1334,,3,10.1016/j.pragma.2012.06.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864305439&doi=10.1016%2fj.pragma.2012.06.004&partnerID=40&md5=c4c4e5f8ac085479ec48778076e62586,"Lund University, Svanshallsgatan 2, S-263 32 Höganäs, Sweden",55.7119483,13.203493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.7119483,13.203493
Bonchino A.,"«?Not by power, but by spirit». Gustav Landauer as interpreter and translator of étienne de le Boétie's «discourse of voluntary servitude» [«?Non con il potere, ma con lo spirito» Gustav Landauer interprete e traduttore del «Discours de la servitude volontaire» di Étienne de La Boétie]",2012,Intersezioni,,2,,235,251,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870785215&partnerID=40&md5=20cab8f7e55ebd9e24362a179099b1b2,"Department of Business Communication, School of Business and Social Sciences, Aarhus University, Fuglesangs Allé 4, 8210 Aarhus V, Denmark",56.161993,10.182183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.161993,10.182183
Rada?i? I.,Religious symbols in educational institutions: Jurisprudence of the European court of human rights,2012,Religion and Human Rights,7,2,,133,149,,,10.1163/18710328-12341234,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863966389&doi=10.1163%2f18710328-12341234&partnerID=40&md5=73a6c8a6cc561c1fa4db1120dc1e0b9e,"University of Modena and Reggio Emilia, Via A. Spinelli, 22, 47814 Bellaria - Igea Marina (RN), Italy",ZERO_RESULTS,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
Phelan M.,Medical interpreting and the law in the European union,2012,European Journal of Health Law,19,4,,333,353,,3,10.1163/157180912X650681,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863709791&doi=10.1163%2f157180912X650681&partnerID=40&md5=c16244c48e5e930c0c19739bd0b312c9,"University of Manitoba, Canada",49.8075008,-97.1366259,,"Department of Sociology and Social Work, Lviv Polytechnic University, Ukraine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8075008,-97.1366259
"Dorziat A., de Araújo J.R.",The Sign Language Interpreter in the inclusive education context: What is proposed and what is put into practice [O Intérprete de Língua de Sinais no contexto da educação inclusiva: O Pronunciado e o executado],2012,Revista Brasileira de Educacao Especial,18,3,,391,410,,1,10.1590/S1413-65382012000300004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870871916&doi=10.1590%2fS1413-65382012000300004&partnerID=40&md5=47e76477cea4d6e1f893796a2305c7b7,"Department of Geography, Planning and International Development Studies, University of Amsterdam, Nieuwe Prinsengracht 130, 1018 VZ, Amsterdam, Netherlands",ZERO_RESULTS,ZERO_RESULTS,,"Institute of Cultural Anthropology and Development Sociology, Leiden University, PO Box 9555, 2300 RB, Leiden, Netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
"Fischer S.L., Woodcock K.","A cross-sectional survey of reported musculoskeletal pain, disorders, work volume and employment situation among sign language interpreters",2012,International Journal of Industrial Ergonomics,42,4,,335,340,,6,10.1016/j.ergon.2012.03.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859347539&doi=10.1016%2fj.ergon.2012.03.003&partnerID=40&md5=34d177bd49d3d791bf3cf55d567931a7,"Queens University Belfast, United Kingdom",54.5844087,-5.9340494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5844087,-5.9340494
Thomas P.,"Oodeen, a malay interpreter on australia's frontier lands",2012,Indonesia and the Malay World,40,117,,122,142,,,10.1080/13639811.2012.684939,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861993838&doi=10.1080%2f13639811.2012.684939&partnerID=40&md5=e15414fb6903ce1ae79b62a833467b4d,"Museu Emílio Goeldi, Belém-Pará, Brazil",-1.4527308,-48.476513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4527308,-48.476513
Zimányi K.,"Conflict recognition, prevention and resolution in mental health interpreting: Exploring Kim's cross-cultural adaptation model",2012,Journal of Language and Politics,11,2,,207,228,,2,10.1075/jlp.11.2.03zim,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862134066&doi=10.1075%2fjlp.11.2.03zim&partnerID=40&md5=c4d6228250a843320a986221f57aa3e3,"Departamento de Lenguas y Traducción, Facultad de Artes y Humanidades, Universidad Católica de Temuco, Avenida Alemania, 0422, Temuco, Chile",ZERO_RESULTS,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
"Köpke B., Signorelli T.M.",Methodological aspects of working memory assessment in simultaneous interpreters,2012,International Journal of Bilingualism,16,2,,183,197,,9,10.1177/1367006911402981,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861923185&doi=10.1177%2f1367006911402981&partnerID=40&md5=78601c9b35e22bbb2f6380d956e8ce86,"Faculty of Chemistry, Department of Chemistry Education, Adam Mickiewicz University, 60-780 Pozna?, Poland",52.4675783,16.9216053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4675783,16.9216053
"Seeber K.G., Kerzel D.",Cognitive load in simultaneous interpreting: Model meets data,2012,International Journal of Bilingualism,16,2,,228,242,,8,10.1177/1367006911402982,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861931796&doi=10.1177%2f1367006911402982&partnerID=40&md5=47a88d4c267a8947d446c4ea4fabd409,"Section de Droit Civil, Faculté de Droit, Université dOttawa, Ottawa, Canada",45.4231064,-75.6831329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4231064,-75.6831329
"Signorelli T.M., Haarmann H.J., Obler L.K.",Working memory in simultaneous interpreters: Effects of task and age,2012,International Journal of Bilingualism,16,2,,198,212,,15,10.1177/1367006911403200,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861937787&doi=10.1177%2f1367006911403200&partnerID=40&md5=b06d844f829dba5a048ce9d182323334,"Translation Department, Nankai University, 94 Weijing Rd, Tianjin, 300071, China",39.1039443,117.1742232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1039443,117.1742232
"Tzou Y.-Z., Eslami Z.R., Chen H.-C., Vaid J.",Effect of language proficiency and degree of formal training in simultaneous interpreting on working memory and interpreting performance: Evidence from Mandarin-English speakers,2012,International Journal of Bilingualism,16,2,,213,227,,11,10.1177/1367006911403197,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861951537&doi=10.1177%2f1367006911403197&partnerID=40&md5=e83fef1c3f20d44394cfe1af43200ed3,"Habiliteringens Forskningscentrum (HFC), Box 1613, S-701 16 örebro, Sweden",ZERO_RESULTS,ZERO_RESULTS,,"Department of Culture and Communication, Linköping University, S-581 83 Linköping, Sweden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
Grayner A.,Escaping forced gang recruitment: Establishing eligibility for asylum after Matter of S-E-G-,2012,Hastings Law Journal,63,5,,1417,1441,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864054588&partnerID=40&md5=48610aaf2c245c0eac0ed03218089015,"Technische Universität Dresden, Philosophische Fakultät, Institut für Katholische Theologie, Germany",51.0292734,13.7289964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0292734,13.7289964
"Sauter W., Vedder H.",State aid and selectivity in the context of emissions trading: Comment on the NOx case,2012,European Law Review,37,3,,327,339,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876216414&partnerID=40&md5=f9377beff4ea1305f899c4594b5e94de,"Ivo Pilar Institute of Social Sciences, Zagreb, Croatia",45.8072564,15.9696306,,"University of Zagreb, Zagreb, Croatia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8072564,15.9696306
"Garg S., Khushu-Lahiri R.",Interpreting a culinary montage: Food in Jhumpa Lahiri's Interpreter of Maladies,2012,Asiatic,6,1,,73,83,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863503125&partnerID=40&md5=005a0da0285ee95219c8eb442e1d6e95,"School of Applied Language and Intercultural Studies, Dublin City University, Dublin 9, Ireland",ZERO_RESULTS,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
"Green H., Sperlinger D., Carswell K.",Too close to home? Experiences of Kurdish refugee interpreters working in UK mental health services,2012,Journal of Mental Health,21,3,,227,235,,7,10.3109/09638237.2011.651659,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862109660&doi=10.3109%2f09638237.2011.651659&partnerID=40&md5=10411125a1533ca0c30f8c18c4e52f12,"Universidade Federal da Paraíba, Centro de Educação, Departamento de Habilitações Pedagógicas (UFPB/CE/DHP), Brazil",ZERO_RESULTS,ZERO_RESULTS,,"Faculdade de Ciências da Educação, Universidade de Lisboa, Portugal",,"Universidade Federal do Amazonas, Universidade Federal da Paraíba, Intérprete de Língua de rasileira de Sinais, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
Baxter R.N.,A simplified multi-model approach to preparatory training in consecutive interpreting,2012,Interpreter and Translator Trainer,6,1,,21,43,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861016710&partnerID=40&md5=46319776a0bdd8a44d0aa4a3440d0366,"School of Kinesiology and Health Studies, Queens University, 28 Division Street, Kingston, ON K7L3N6, Canada",44.2285751,-76.4933973,,"School of Occupational and Public Health, Ryerson University, 350 Victoria Street, Toronto, ON M5B 2K3, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2285751,-76.4933973
"Chandee S., Suksakulchai S.",The factors influencing the achievement of hearing impaired students in Thailand,2012,Social Sciences,7,2,,224,230,,,10.3923/sscience.2012.224.230,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860732671&doi=10.3923%2fsscience.2012.224.230&partnerID=40&md5=b77f5f2f5a99252c796a134e97e62188,"School of Languages, Cultures and Linguistics, Monash University, Melbourne, Australia",ZERO_RESULTS,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
"Van De Mieroop D., Bevilacqua G., Van Hove L.",Negotiating discursive norms: Community interpreting in a Belgian rest home,2012,Interpreting,14,1,,23,54,,5,10.1075/intp.14.1.02mie,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859798644&doi=10.1075%2fintp.14.1.02mie&partnerID=40&md5=5cd9a42d9f727178499b0689509aeee3,"Centre for Translation and Textual Studies, School of Applied Languages and Intercultural Studies, Dublin City University, Dublin 9, Ireland",ZERO_RESULTS,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
Abuín González M.,The language of consecutive interpreters' notes: Differences across levels of expertise,2012,Interpreting,14,1,,55,72,,2,10.1075/intp.14.1.03abu,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859804855&doi=10.1075%2fintp.14.1.03abu&partnerID=40&md5=2a426974bfdce915a0de75cba577bddf,"Octogone-Lordat, Université de Toulouse-Le Mirail, 5, allées Antonio Machado, 31058 Toulouse Cédex, France",ZERO_RESULTS,ZERO_RESULTS,,"Marymount Manhattan College, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
Cheung A.K.F.,The use of reported speech by court interpreters in Hong Kong,2012,Interpreting,14,1,,73,91,,4,10.1075/intp.14.1.04che,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859798591&doi=10.1075%2fintp.14.1.04che&partnerID=40&md5=8684b79fe0b59534c59d7fe459a66d3f,"Faculté de Traduction et dInterprétation, Université de Ge?ve, 40, Bd du Pont DArve, 1205 Ge?ve, Switzerland",ZERO_RESULTS,ZERO_RESULTS,,"FPSE, University of Geneva, Switzerland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
"Bischoff A., Kurth E., Henley A.",Staying in the middle: A qualitative study of health care interpreters' perceptions of their work,2012,Interpreting,14,1,,1,22,,5,10.1075/intp.14.1.01bis,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859796743&doi=10.1075%2fintp.14.1.01bis&partnerID=40&md5=65837d46b75017500fe53feb6214ccb4,"Department of Communication Sciences and Disorders, Marymount Manhattan College, New York, NY 10021, United States",40.7687419,-73.9597198,,"University of Maryland, United States",,"City University of New York Graduate Center, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7687419,-73.9597198
"Yudes C., MacIzo P., Bajo T.",Coordinating comprehension and production in simultaneous interpreters: Evidence from the Articulatory Suppression effect,2012,Bilingualism,15,2,,329,339,,9,10.1017/S1366728911000150,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858825351&doi=10.1017%2fS1366728911000150&partnerID=40&md5=8dc12430af06eef84cd0fe7c1cabb6cc,"Department of English, National University of Tainan, No. 33, Section 2, Shu-lin Street, Tainan 700, Taiwan",ZERO_RESULTS,ZERO_RESULTS,,"Texas A and M University, United States",,"National Chung Cheng University, Taiwan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
"Van Dijk R., Christoffels I., Postma A., Hermans D.",The relation between the working memory skills of sign language interpreters and the quality of their interpretations,2012,Bilingualism,15,2,,340,350,,5,10.1017/S1366728911000198,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858818734&doi=10.1017%2fS1366728911000198&partnerID=40&md5=46bd7d7f8393fbec7736cab404cf3ef2,"University of California, Hastings College of the Law, United States",37.7811559,-122.415848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7811559,-122.415848
"Cañada M.D., Arumí M.",Self-regulating activity: Use of metacognitive guides in the interpreting classroom,2012,Educational Research and Evaluation,18,3,,245,264,,,10.1080/13803611.2012.661934,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859609069&doi=10.1080%2f13803611.2012.661934&partnerID=40&md5=6d145ba325e09e094d58684ee58f9b37,"Tilburg University, Tilburg, Netherlands",51.5631406,5.0419736,,"University of Groningen, Groningen, Netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5631406,5.0419736
"Mensah M.N., Haig T.","Becoming visible, being heard? Community interpretations of first-person stories about living with HIV/AIDS in Quebec daily newspapers",2012,International Journal of Cultural Studies,15,2,,131,148,,2,10.1177/1367877911416884,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857436177&doi=10.1177%2f1367877911416884&partnerID=40&md5=8135597d40094698e845aea2433df1db,"Indian Institute of Technology, Mandi, India",31.7753998,76.9860747,,"Indian Institute of Technology, Ropar, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7753998,76.9860747
Epstein D.G.,"Does uk health and safety legislation rely upon a poorly-resourced enforcement agency, a limited scheme for employee involvement, and a misplaced emphasis on self-regulation?",2012,Public Personnel Management,41,1,,61,77,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865454672&partnerID=40&md5=e4d3a73e1d0dee60298a0b198e64c182,"Bexley Recovery Team, Oxleas NHS Foundation Trust, United Kingdom",ZERO_RESULTS,ZERO_RESULTS,,"Department of Applied Psychology, Canterbury Christ Church University, United Kingdom",,"Barts and the London School of Medicine and Dentistry, Queen Mary University, London, United Kingdom",,"Traumatic Stress Clinic, Camden and Islington NHS Foundation Trust, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
"Glaser M., van Pletzen E.",Inclusive education for Deaf students: Literacy practices and South African Sign Language,2012,Southern African Linguistics and Applied Language Studies,30,1,,25,37,,2,10.2989/16073614.2012.693707,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864019954&doi=10.2989%2f16073614.2012.693707&partnerID=40&md5=1ac42beacf83eeea0dff27d6208c25ca,"Faculdade de Filoloxía E Tradución, Universidade de Vigo, E-36200 Vigo, Galiza, Spain",ZERO_RESULTS,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
Takimoto M.,Interpreters' involvement in multi-party interactions: The nature of participation as listener and speaker,2012,Multilingua,31,1,,35,53,,,10.1515/mult.2012.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858657150&doi=10.1515%2fmult.2012.002&partnerID=40&md5=9aa6dffb7f3816bc29c497080ec850d3,"Learning Innovation in Technology Program, Faculty of Industrial Education and Technology, King Mongkuts University of Technology, Thonburi Bangkok, Thailand",ZERO_RESULTS,ZERO_RESULTS,,"Department of Electrical Technology Education, Faculty of Industrial Education and Technology, King Mongkut's University of Technology, Thonburi Bangkok, Thailand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
"Findlay L., Janz T.",Health of First Nations children living off reserve and métis children younger than age 6,2012,Health Reports,23,1,,,,,8,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857732300&partnerID=40&md5=5a6a6ce74778de34c91168d9713e3ee4,"University of Leuven, Faculty of Arts, Department of Linguistics, Blijde Inkomststraat 21, B-3000 Leuven, Belgium",ZERO_RESULTS,ZERO_RESULTS,,"Lessius University College, Belgium",,"Hogeschool Universiteit Brussel, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
Johnson P.,Heteronormativity and the European Court of Human Rights,2012,Law and Critique,23,1,,43,66,,3,10.1007/s10978-011-9096-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856087340&doi=10.1007%2fs10978-011-9096-z&partnerID=40&md5=b12f1aeebd9cf6af3ffa567399f60633,"Universidad Complutense de Madrid, Campus Universitario de Aranjuez Traducción e Interpretación, Calle Gobernador, 39, 28300 Aranjuez (Madrid), Spain",ZERO_RESULTS,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
Gumul E.,Variability of cohesive patterns. Personal reference markers in simultaneous and consecutive interpreting,2012,Linguistica Silesiana,33,,,147,172,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901669736&partnerID=40&md5=f53765fe547854d52c5526d057c74361,"Department of Chinese and Bilingual Studies, Hong Kong Polytechnic University, Kowloon, Hong Kong",22.3028474,114.1784191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3028474,114.1784191
"De Lacerda C.B.F., Belém L.J.M.",The work of the Brazilian Sign Language interpreter in high schools,2012,Signed Language Interpreting in Brazil,9.78E+12,,,77,95,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920026335&partnerID=40&md5=6704975df0faf8bc2ea9fa059b8462ec,"Institute of Nursing Science, University of Basel, Bernoullistrasse 28, 4056 Basel, Switzerland",47.5602535,7.5826,,"Geneva University Hospitals, Switzerland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5602535,7.5826
"Nicoloso S., Heberle V.M.",Gender and sign language interpretation,2012,Signed Language Interpreting in Brazil,9.78E+12,,,96,112,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920048305&partnerID=40&md5=8145780379ed0076a056fb84b6721817,"Departamento de Psicología Experimental y Fisiología Del Comportamiento, Facultad de Psicología, Universidad de Granada, Campus de Cartuja, s/n, 18071 Granada, Spain",ZERO_RESULTS,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
Hokkanen S.,Simultaneous church interpreting as service,2012,Translator,18,2,,291,309,,,10.1080/13556509.2012.10799512,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969919929&doi=10.1080%2f13556509.2012.10799512&partnerID=40&md5=a4693f1d68555b400113349b4cda30f8,"Helmholtz Institute, Department of Experimental Psychology, Utrecht University, Utrecht, Netherlands",52.0901527,5.1226018,,"University of Applied Sciences, Utrecht, Netherlands",,"Leiden Institute of Brain and Cognition, Department of Psychology, Leiden University, Netherlands",,"Royal Dutch Kentalis Sint Michielsgestel and Behavioural Science Institute, Radboud University Nijmegen, Netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0901527,5.1226018
"De Quadros R.M., Fleetwood E., Metzger M.",Signed language interpreting in Brazil,2012,Signed Language Interpreting in Brazil,9.78E+12,,,1,122,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920048354&partnerID=40&md5=4a807bfeaafcc093fac6072a3c6e8ada,"Departament de Traducció i Ciències del Llenguatge, Universitat Pompeu Fabra, Barcelona, Spain",41.3794153,2.1790715,,"Departament de Traducció i Interpretació, Universitat Autònoma de Barcelona, Bellaterra, Barcelona, Spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3794153,2.1790715
"Elnashar M., Abdelrahim H., Fetters M.D.",Cultural competence springs up in the desert: The story of the center for cultural competence in health care at Weill cornell medical college in Qatar,2012,Academic Medicine,87,6,,759,766,,3,10.1097/ACM.0b013e318253d6c6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861661524&doi=10.1097%2fACM.0b013e318253d6c6&partnerID=40&md5=105ad78eb78a170e422cfb682ecab43a,"École de travail social - W4495, Université du Québec à Montréal, C.P. 8888, succursale Centre-ville, Montréal QC, H3C-3P8, Canada",ZERO_RESULTS,ZERO_RESULTS,,"Concordia University, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
Boéri J.,Translation/interpreting politics and praxis: The impact of political principles on babels' interpreting practice,2012,Translator,18,2,,269,290,,,10.1080/13556509.2012.10799511,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969922520&doi=10.1080%2f13556509.2012.10799511&partnerID=40&md5=8aa2d6bfb4209acb196512343001eeaf,"Domestic Human Resources, Doctors Without Borders (MSF USA), 333 Seventh Avenue, New York, NY 10001-5004, United States",ZERO_RESULTS,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
Wicken W.C.,"The colonization of Mi’kmaw memory and history, 1794–1928: The king v. gabriel sylliboy",2012,"The Colonization of Mi'kmaw History and Memory, 1794-1928: The King V. Gabriel Sylliboy",,,,1,328,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84967321457&partnerID=40&md5=58e3919dde4e3017e604c11f5808b2c5,"Language Development Group, Academic Development Programme, Centre for Higher Education Development, University of Cape Town, Private Bag, Rondebosch, 7701, South Africa",ZERO_RESULTS,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
Pittarello S.,Medical terminology circulation and interactional organisation in interpreter-mediated medical encounters,2012,Linguistica Antverpiensia,11,,,113,131,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902526042&partnerID=40&md5=26dca82ddb2c6e765c2cdd105de861b3,"School of Languages, Cultures and Linguistics, Building 11, Monash University, VIC 3805, Australia",ZERO_RESULTS,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
"Reavy K., Hobbs J., Hereford M., Crosby K.",A new clinic model for refugee health care: Adaptation of cultural safety,2012,Rural and Remote Health,12,1,1826,,,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861112113&partnerID=40&md5=459c0551b82b93eeece72efeb09301ee,"Health Analysis Division, Statistics Canada, Ottawa, ON K1A 0T6, Canada",ZERO_RESULTS,ZERO_RESULTS,,"Health Statistics Division, Statistics Canada, Ottawa, ON K1A 0T6, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
Burk D.L.,Dynamic claim interpretation,2012,Intellectual Property and the Common Law,,,,107,122,,3,10.1017/CBO9781139013550.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890671097&doi=10.1017%2fCBO9781139013550.007&partnerID=40&md5=13d875bdf0bb4b04c4a7093b90bfca09,"Department of Sociology, University of Surrey, Guildford, Surrey GU2 7XH, United Kingdom",51.2423009,-0.5904827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2423009,-0.5904827
Wallace D.,Bringing people with us: Legislative writing as political rhetoric,2012,Text and Talk,32,1,,83,101,,,10.1515/text-2012-0005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856850656&doi=10.1515%2ftext-2012-0005&partnerID=40&md5=37e3144446b2231e8c22b1842bdb7544,"University of Silesia, Poland",50.2607501,19.0287157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2607501,19.0287157
"Swabey L., Malcolm K.",In our hands: Educating healthcare interpreters,2012,In Our Hands: Educating Healthcare Interpreters,9.78E+12,,,1,272,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945664097&partnerID=40&md5=2501f06e7d5cd75dbfa8fdc09e5072d0,"Universidade Federal de São Carlos, Brazil",-21.989643,-47.8847709,,"Brazilian Sign Language (Libras), Rio de Janeiro, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.989643,-47.8847709
