Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations 1,geo_latitude,geo_longitude,geo_accuracy,Affiliations 2,Coordinates 2,Affiliations 3,Coordinates 3,Affiliations 4,Coordinates 4,Affiliations 5,Coordinates 5,Affiliation 6,Coordinates 6,Affiliation 7,Coordinates 7,Affiliation 8,Coordinates 8,Affiliation 9,Coordinates 9,Affiliation 10,Coordinates 10,Affiliation 11,Coordinates 11,Affiliation 12,Coordinates 12,Affiliation 13,Coordinates 13,Affiliation 14,Coordinates 14,Affiliation 15,Coordinates 15,Affiliation 16,Coordinates 16,Affiliation 17,Coordinates 17,Lat,Lng
"Proelss A., Houghton K.",The EU Common Fisheries Policy in light of the precautionary principle,2012,Ocean and Coastal Management,70,,,22,30,,9,10.1016/j.ocecoaman.2012.05.015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870241166&doi=10.1016%2fj.ocecoaman.2012.05.015&partnerID=40&md5=3ca737105f124c9b59dbaf9089bca0d8,"Department of Psychology, Anglia Ruskin University, East Road, Cambridge, CB1 1PT, United Kingdom",52.2037183,0.1341234,,"Department of Psychology, Stellenbosch University, Stellenbosch, South Africa",,"SINTEF Technology and Society, Oslo, Norway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2037183,0.1341234
"Maher S., Crawford-Carr A., Neidigh K.",The Role of the Interpreter/Doula in the Maternity Setting,2012,Nursing for Women's Health,16,6,,472,481,,2,10.1111/j.1751-486X.2012.01775.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871459503&doi=10.1111%2fj.1751-486X.2012.01775.x&partnerID=40&md5=b54f77e54cc5faa8c73d8ba291b3908d,"Department of Primary Health Care and General Practice, School of Medicine and Health Sciences, Otago University Wellington, Wellington, New Zealand",-41.309768,174.78084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41.309768,174.78084
"Campbell C.L., Cilliers J.H.",Preaching fools: The Gospel as a rhetoric of folly,2012,Preaching Fools: The Gospel as a Rhetoric of Folly,,,,1,253,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905299183&partnerID=40&md5=8a15bd5e49070513fca87e25ae4a7b70,"Colleges of Pharmacy, Chicago, IL, United States",41.8705476,-87.6711545,,"Colleges of Medicine, University of Illinois at Chicago, Chicago, IL, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8705476,-87.6711545
Laimon H.N.,Development of a tilt sensor data glove to wirelessly control a multi-fingered robotic hand,2012,"ASME 2012 11th Biennial Conference on Engineering Systems Design and Analysis, ESDA 2012",3,,,107,115,,,10.1115/ESDA2012-82064,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883897899&doi=10.1115%2fESDA2012-82064&partnerID=40&md5=0540342915b1b0209a469826969a7230,"Institut fŸr Arbeits-, Sozial- und Umweltmedizin, UniversitŠtsmedizin der Johannes Gutenberg-UniversitŠt Mainz, Obere Zahlbacher Stra§e 67, 55131 Mainz, Germany",49.9926654,8.2622793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9926654,8.2622793
"Cintho M., Cesar Jr. R.M., Ferreira J.E.",Data-intensive analysis of HIV mutations,2012,"2012 IEEE 8th International Conference on E-Science, e-Science 2012",,,6404411,,,,,10.1109/eScience.2012.6404411,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873663076&doi=10.1109%2feScience.2012.6404411&partnerID=40&md5=4ec8aaeb917922f28e12525b168e3a43,"Faculty of Health and Society, Malmš University, Malmš 20506, Sweden",55.6087954,12.994561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.6087954,12.994561
"Ishihara M., Suzuki S.-N., Shirataki J., Itako K.",Classroom acoustics and hearing support system for disabled,2012,"41st International Congress and Exposition on Noise Control Engineering 2012, INTER-NOISE 2012",8,,,6588,6595,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883580346&partnerID=40&md5=1cd6cb7c12aa31b2ebdcb725d97d0dfe,"Department of Psychology, University of Iowa, Iowa City, IA 52242, United States",41.6626963,-91.5548998,,"Semel Institute for Neuroscience and Human Behavior, University of California, Los Angeles, United States",,"Institute for Psychological Research (IPsi), University of Puerto Rico, Rio Piedras, Puerto Rico",,"Department of Neurology, University of Iowa College of Medicine, Iowa City, IA, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6626963,-91.5548998
"Reiser C., Engelmark F., Anderson E., Bird T.",Value of the broadband seismic for interpreter and reservoir geophysics,2012,74th EAGE Conference and Exhibition Incorporating SPE EUROPEC 2012,,,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898061824&partnerID=40&md5=a69bb8e92f7506e8fc41e9abcefe2edd,"School of Computer Science, Bangor University, Bangor, United Kingdom",53.2295835,-4.1236281,,"Centre for Translation Studies, University of Surrey, Guildford, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2295835,-4.1236281
"Vasilev V., Canal P., Naumann A., Russo P.",Cling - The new interactive interpreter for root 6,2012,Journal of Physics: Conference Series,396,PART 5,52071,,,,3,10.1088/1742-6596/396/5/052071,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873280151&doi=10.1088%2f1742-6596%2f396%2f5%2f052071&partnerID=40&md5=1e31bb09173d5650e4479a2474a27180,"Indiana University, Maurer School of Law, Bloomington, IN, United States",39.165201,-86.526314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.165201,-86.526314
Sarria M. G.M.,An interpreter for the rtcc calculus,2012,"2012 7th Colombian Computing Congress, CCC 2012 - Conference Proceedings",,,6398040,,,,,10.1109/ColombianCC.2012.6398040,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873180395&doi=10.1109%2fColombianCC.2012.6398040&partnerID=40&md5=e9f2943b75a6e88a338ebd47a732b7ad,"Department of Computer Science, Kinnaird College for Women, Lahore, Pakistan",31.5364973,74.3405822,,"Department of Computer Science, School of Science and Engineering, LUMS, Lahore, Pakistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5364973,74.3405822
Weber G.,"Political dreams in the Roman imperial period. Interpreter, interpretation and dissemination [Politische TrŠume in der ršmischen Kaiserzeit. Deuter, Deutung und Verbreitung]",2012,Saeculum,62,2,,229,246,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890505711&partnerID=40&md5=efe7c3dd8ca8c900778f24c1da12faa1,"UQAM-CEF, Canada",46.7805437,-71.2796348,,"UNB, Faculty of Forestry and Environmental Management, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7805437,-71.2796348
"Kent M.L., Harper C., Wolf J.C.",Documented and potential research impacts of subclinical diseases in zebrafish,2012,ILAR Journal,53,2,,126,134,,38,10.1093/ilar.53.2.126,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873443589&doi=10.1093%2filar.53.2.126&partnerID=40&md5=a55221ba3567b26aa9a8f1536e69c637,"IU Health/Methodist Hospital, Indianapolis, IN, United States",39.790174,-86.1630946,,"Interpreter Remedy, LLC, Indianapolis, IN, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.790174,-86.1630946
"G‡l P., Kiss A.",Implementation of an A+ Interpreter for .NET,2012,ICSOFT 2012 - Proceedings of the 7th International Conference on Software Paradigm Trends,,,,297,302,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868676342&partnerID=40&md5=d09b5de21eb5018f8ac81ba4b9f8fa27,"Educational Innovations Co. Ltd., Jeddah, Saudi Arabia",21.5672472,39.1424332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5672472,39.1424332
"Pizzolotto R., Brandmayr P.",The community concept in carabid studies. a short review,2012,Baltic Journal of Coleopterology,12,1,,49,56,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868576308&partnerID=40&md5=cae3d4c7c861140b71e97d929f9d525c,"Departamento de Cincia da Computa‹o - DCC, Instituto de Matem‡tica e Estat’stica - IME, Universidade de S‹o Paulo - USP, Rua do Mat‹o, 1010, CEP 05508-090 - S‹o Paulo, SP, Brazil",-23.5595116,-46.731304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.5595116,-46.731304
[No author name available],Portraits from 'pellŽas': Leading interpreters of Debussy's opera talk to Jon Tolansky,2012,Opera,63,11,,1339,1346,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869001192&partnerID=40&md5=0db057f816e3a8846376cd819efde360,"University of North Dakota, United States",47.922891,-97.0768014,,"University of Manitoba, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.922891,-97.0768014
"Suresh P., Vasudevan N., Ananthanarayanan N.",Computer-aided interpreter for hearing and speech impaired,2012,"Proceedings - 2012 4th International Conference on Computational Intelligence, Communication Systems and Networks, CICSyN 2012",,,6274349,248,253,,,10.1109/CICSyN.2012.53,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867341419&doi=10.1109%2fCICSyN.2012.53&partnerID=40&md5=17c166ef40236b17a051a2c6054e9393,"Petroleum Geo-Services, United Kingdom",51.3528139,-0.4649039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3528139,-0.4649039
Jackson E.,"Transcending the politics of ""where you're from"": Postcolonial nationality and cosmopolitanism in Jhumpa Lahiri's Interpreter of Maladies",2012,Ariel,43,1,,109,125,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888604710&partnerID=40&md5=e148202a8fb2af08deca14ee41410d8d,"Beijing Feitian Technologies Co., Ltd., Beijing, China",39.906886,116.453135,,"State Grid Corporation of China, Beijing, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.906886,116.453135
Carnall G.,Gandhi's interpreter: A Life of Horace Alexander,2012,Gandhi's Interpreter: A Life of Horace Alexander,,,,,,336,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882083685&partnerID=40&md5=2494e22059be12c471ce785e54dc3e9e,"Pontificia Universidad Javeriana, Cali, Colombia",3.34859,-76.530571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34859,-76.530571
"Wang L., Wang X.N., Jiang S.Q.",ARM based efficient interpreter for SIMATIC S7 statement list,2012,IET Conference Publications,2012,604 CP,,,,,,10.1049/cp.2012.0490,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865757473&doi=10.1049%2fcp.2012.0490&partnerID=40&md5=c21485c606e1f00e0de3fd4e89edda86,"Departments of Microbiology and Biomedical Sciences, Oregon State University, Corvallis, United States",44.5637806,-123.2794442,,"Laboratory animal veterinarian, Boston, MA, United States",,"Experimental Pathology Laboratories, Inc, Sterling, VA, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5637806,-123.2794442
"Fabiyi C., Rankin K., Norr K., Shapiro N., White-Traut R.",Anxiety Among Black and Latina Mothers of Premature Infants at Social-Environmental Risk,2012,Newborn and Infant Nursing Reviews,12,3,,132,140,,1,10.1053/j.nainr.2012.06.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865559562&doi=10.1053%2fj.nainr.2012.06.004&partnerID=40&md5=4f0d025367c34af88598733a5a8f69bd,"Oracle Labs1, Austria",-27.4646155,153.029578,,"Institute for System Software, Johannes Kepler University Linz, Austria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.4646155,153.029578
Seidengart J.,"Hans Blumenberg, reader and interpreter of the work of Copernicus [Hans Blumenberg, lecteur et interprte de l'Ïuvre de Copernic]",2012,Revue de Metaphysique et de Morale,73,1,,15,33,,,10.3917/rmm.121.0015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863884622&doi=10.3917%2frmm.121.0015&partnerID=40&md5=d40356a583e078e4845cb26f68a0601c,"Brigham Young University, Provo, UT, United States",40.2518435,-111.6493156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2518435,-111.6493156
"Michaelsen E., Doktorski L., Luetjen K.",An accumulating interpreter for cognitive vision production systems,2012,Pattern Recognition and Image Analysis,22,3,,464,469,,2,10.1134/S1054661812030066,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866460179&doi=10.1134%2fS1054661812030066&partnerID=40&md5=21f651f78a63e9802d92cc68fb2d008a,"Department of Electronics and Communication Engineering, Sri Venkateswara College of Engineering, Sriperumbudur - 602105, India",12.9874485,79.9717253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9874485,79.9717253
"Maul L., Regenstein M., Andres E., Wright R., Wynia M.K.",Using a risk assessment approach to determine which factors influence whether Partially bilingual physicians rely on their non-English language skills or call an interpreter,2012,Joint Commission Journal on Quality and Patient Safety,38,7,,328,336,,8,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863096305&partnerID=40&md5=ab4e7d31f8e5f7a489892d944a933700,"University of Hull, United Kingdom",53.7714552,-0.3673875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7714552,-0.3673875
Gillett A.,Epic Panegyric and Political Communication in the Fifth-Century West,2012,Two Romes: Rome and Constantinople in Late Antiquity,,,,,,,1,10.1093/acprof:oso/9780199739400.003.0012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919848551&doi=10.1093%2facprof%3aoso%2f9780199739400.003.0012&partnerID=40&md5=8fe26c6f65a29b0d84568d2cfc4e93fa,"The School of Literatures, Languages and Cultures, University of Edinburgh, United Kingdom",55.9438048,-3.187049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.9438048,-3.187049
"Grissom D., Brisk P.",A high-performance online assay interpreter for digital microfluidic biochips,2012,"Proceedings of the ACM Great Lakes Symposium on VLSI, GLSVLSI",,,,103,106,,8,10.1145/2206781.2206808,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861180904&doi=10.1145%2f2206781.2206808&partnerID=40&md5=285ce23c98c8f1e1e6b0fedb7ee6e3b2,"Mount Holyoke College, United States",42.2532535,-72.5761394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2532535,-72.5761394
"Lin T.-C., Hsu J.S.-C., Cheng K.-T., Wu S.",Understanding the role of behavioural integration in ISD teams: An extension of transactive memory systems concept,2012,Information Systems Journal,22,3,,211,234,,11,10.1111/j.1365-2575.2011.00383.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860246254&doi=10.1111%2fj.1365-2575.2011.00383.x&partnerID=40&md5=ee99f487d05b3e06ba7b1eecb34a0a5f,"Department of American Sign Language and Interpreter Education, National Technical Institute for the Deaf, Rochester, NY, United States",43.0871444,-77.668335,,"Educational Linguistics Research Center, Loveland, CO, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0871444,-77.668335
"Cheng H.-Y., Tsai J.-P., Kao Y.-C.",The development of an APT program interpreter for 5-axis machining,2012,Advanced Materials Research,482-484,,,2247,2252,,1,10.4028/www.scientific.net/AMR.482-484.2247,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859174069&doi=10.4028%2fwww.scientific.net%2fAMR.482-484.2247&partnerID=40&md5=737bd1372c1f07e61f61671bf4b065bf,"School of Electronics and Information, Tongji University, Shanghai, China",31.284537,121.5029635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.284537,121.5029635
"Teng G., Zhifeng J., Jianglong F.",Research of NC code interpreter based on theory of finite: Automaton,2012,Modern Applied Science,6,4,,38,43,,1,10.5539/mas.v6n4p38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862330853&doi=10.5539%2fmas.v6n4p38&partnerID=40&md5=4bb553f3ba27dc15dba33a3f2969c4c4,"Division of Community Health Sciences, School of Public Health, University of Illinois at Chicago, Chicago, IL, United States",41.8686236,-87.6676006,,"Division of Epidemiology and Biostatistics, School of Public Health, University of Illinois at Chicago, Chicago, IL, United States",,"Department of Women Children and Family Health Science, College of Nursing, University of Illinois at Chicago, Chicago, IL, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8686236,-87.6676006
Luciani D.,"Zipporah (Ex 4:24-26): The little bird comes out... and it still escapes the interpreters [‚ippora (Ex 4,24-26): Le petit oiseau va sortir... et il Žchappe encore aux interprtes]",2012,Estudios Biblicos,70,2,,159,184,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886806123&partnerID=40&md5=d48a5364e9588113983afe330f8b3461,"School of Computer Engineering, Nanyang Technological University, Singapore, Singapore",1.3461952,103.6815499,,"School of Electrical Engineering and Computer Science, Ohio University, Athens, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3461952,103.6815499
"Giacobazzi R., Jones N.D., Mastroeni I.",Obfuscation by partial evaluation of distorted interpreters,2012,Conference Record of the Annual ACM Symposium on Principles of Programming Languages,,,,63,72,,13,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857819969&partnerID=40&md5=48ce8636d59c8a14e0ee7749b7ff2c7b,"Centre for IT and Multimedia, Universiti Sains Malaysia, Penang, Malaysia",5.353853,100.3017249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.353853,100.3017249
Henderson J.,Geological Expression: Data driven-interpreter guided approach to seismic interpretation,2012,First Break,30,3,,95,100,,7,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858638002&partnerID=40&md5=b8cf67fb794726d8975e2bddbdf321c9,"Auditory-Verbal Center, Inc., Atlanta, GA, United States",33.8454581,-84.3112789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8454581,-84.3112789
"Serpette B.P., Serrano M.",An interpreter for server-side hop,2012,ACM SIGPLAN Notices,47,2,,1,11,,,10.1145/2168696.2047851,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860548679&doi=10.1145%2f2168696.2047851&partnerID=40&md5=e61b76fd126a887b3431f83aa06dc8f5,"Alma Mater-Universitˆ di Bologna, Italy",44.4962318,11.354157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4962318,11.354157
"Tuot D.S., Lopez M., Miller C., Karliner L.S.",Impact of an Easy-Access Telephonic Interpreter Program in the Acute Care Setting: An Evaluation of a Quality Improvement Intervention,2012,Joint Commission Journal on Quality and Patient Safety,38,2,,81,88,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863394549&partnerID=40&md5=b9275815a0e6c94ec5cc0a6ac57868ce,"UniversitŽ Paris Ouest-Nanterre-La DŽfense, France",48.9039044,2.2134666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9039044,2.2134666
"Seligman M., Dillinger M.",Spoken language translation: Three business opportunities,2012,AMTA 2012 - Proceedings of the 10th Conference of the Association for Machine Translation in the Americas,,,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992417846&partnerID=40&md5=6bd95356b9ed3ca297a2d0e284ee2563,"Institute for Ethics, American Medical Association (AMA), Chicago, United States",41.8886529,-87.6275941,,"Department of Health Policy, George Washington University, School of Public Health and Health Services, Washington, DC, United States",,"Health Care Consultant, United States",,"Institute for Ethics, University of Chicago, United States",,"Department of Infectious Diseases, University of Chicago, United States",,,,,,,,,,,,,,,,,,,,,,,,,,41.8886529,-87.6275941
Webster J.,T. F. Torrance on Scripture,2012,Scottish Journal of Theology,65,1,,34,63,,1,10.1017/S0036930611000834,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855837516&doi=10.1017%2fS0036930611000834&partnerID=40&md5=db37506e2f951caaea5a010946b9bdba,"College of Information Science and Engineering, Yanshan University, China",40.0433204,116.3418109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0433204,116.3418109
"Jaiseeli C., Naga Prasad K., Kiran Kumar S., Manoj V.M., Raajan N.R., Priya M.V.",Temporal based approach for face information: A modified solution to AAM,2012,Procedia Engineering,38,,,1599,1605,,1,10.1016/j.proeng.2012.06.196,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878400389&doi=10.1016%2fj.proeng.2012.06.196&partnerID=40&md5=6f2b38d8f7e43e4ef55a94a19cf331c2,"Macquarie University, Australia",-33.7738237,151.1126498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.7738237,151.1126498
"Sangineto E., Cupelli M.",Real-time viewpoint-invariant hand localization with cluttered backgrounds,2012,Image and Vision Computing,30,1,,26,37,,6,10.1016/j.imavis.2011.11.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856439967&doi=10.1016%2fj.imavis.2011.11.004&partnerID=40&md5=0eb9e1506522acbe4dec04bb8b43250a,"Department of Computer Science and Engineering, University of California, Riverside, United States",33.9737055,-117.3280644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9737055,-117.3280644
"Simm R., Bacon M.",Seismic amplitude: An interpreter's handbook,2012,Seismic Amplitude: An Interpreter's Handbook,,,,1,271,,2,10.1017/CBO9780511984501,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923117963&doi=10.1017%2fCBO9780511984501&partnerID=40&md5=5b336725db419fa0de9a37e0357516bb,"Far East University, Taiwan",23.0645351,120.2944186,,"National Kaohsiung University of Applied Sciences, Taiwan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0645351,120.2944186
Faini M.,"Ethics, oral history, and interpreters in the Iraq war",2012,Locating Life Stories: Beyond East-West Binaries in (Auto)Biographical Studies,9.78E+12,,,139,167,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917506934&partnerID=40&md5=88f9550e029e9da88f7283fb1c268deb,"School of Mechanical Engineering, University of Shanghai for Science and Technology, 516 Jun Gong Street, Shanghai 200093, China",31.290423,121.551954,,"Shanghai Capital Numerical Control Co. Ltd, 470 Gui Ping street, Shanghai 200233, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.290423,121.551954
Johnson R.,"Mantsemei, interpreters, and the successful eradication of plague: The 1908 plague epidemic in Colonial Accra",2012,"Public Health in the British Empire: Intermediaries, Subordinates, and the Practice of Public Health, 1850-1960",,,,135,153,,,10.4324/9780203332733,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917730263&doi=10.4324%2f9780203332733&partnerID=40&md5=37772133f2dac092fb5feeb2ba8f6ced,"UniversitŽ de Valenciennes et du Hainaut-CambrŽsis, IDP, France",50.323558,3.5125827,,"UniversitŽ de Paris Ouest-Nanterre La DŽfense, CEROS, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.323558,3.5125827
"Byrd W.E., Holk E., Friedman D.P.","MiniKanren, live and untagged: Quine generation via relational interpreters (programming pearl)",2012,"Proceedings of the ACM SIGPLAN International Conference on Functional Programming, ICFP",,,,8,29,,1,10.1145/2661103.2661105,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906815155&doi=10.1145%2f2661103.2661105&partnerID=40&md5=284b6592fe465f8d3f479e20d7bf980d,"Universidad Cat—lica Lovaina, Belgium",50.6696875,4.6155909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6696875,4.6155909
Gonalves-Maia R.,Lise meitner: The interpreter of nuclear fission [Lise Meitner: A IntŽrprete da Cis‹o Nuclear],2012,Revista Virtual de Quimica,4,2,,173,192,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865278728&partnerID=40&md5=9c1fb0534cb5b63f0a2980029daab8a8,"University of Verona, Italy",45.437398,11.003376,,"DIKU, University of Copenhagen, Denmark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.437398,11.003376
Dogan A.,Learning approaches and study habits of conference-interpreting students [Konferans ‚evirmenli?i …?rencilerinde …?renme yakla?imlari ve ‚ali?ma ali?kanliklari],2011,Egitim Arastirmalari - Eurasian Journal of Educational Research,,42,,29,44,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953292960&partnerID=40&md5=f1a5a663795f62b55c2577ee18cefb68,"Division of Nephrology, Department of Medicine, University of California, San Francisco, United States",37.7631333,-122.4575489,,"Division of General Internal Medicine, Department of Medicine, University of California, San Francisco, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7631333,-122.4575489
T—th A.,Speech disfluencies in simultaneous interpreting: A mirror on cognitive processes,2011,SKASE Journal of Translation and Interpretation,5,2,,23,31,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859719795&partnerID=40&md5=1307a076a589807f6d47a225ae6f7fb6,"Magdalen College, Oxford, United Kingdom",51.7522849,-1.2470927,,"Italian Department, Royal Holloway, London, United Kingdom",,"Oxford University, United Kingdom",,"Lady Margaret Hall, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7522849,-1.2470927
Sergio F.S.,Language mediation in news making: From simultaneous interpreting to other (hybrid) transfer modes,2011,Interpreters Newsletter,16,,,175,197,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879013133&partnerID=40&md5=f300ced124d569fba37d84fefeb1e484,"Spoken Translation, Inc., 1100 West View Drive, Berkeley, CA, United States",37.8590976,-122.2322288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8590976,-122.2322288
Galaz S.,The effect of previous preparation in simultaneous interpreting: Preliminary results,2011,Across Languages and Cultures,12,2,,173,191,,5,10.1556/Acr.12.2011.2.3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-82455167184&doi=10.1556%2fAcr.12.2011.2.3&partnerID=40&md5=35bcfd0ebb47f2139ebb52af508c014f,"University of Aberdeen, Kings College, Aberdeen AB24 3UB, United Kingdom",57.1640029,-2.1004332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.1640029,-2.1004332
Gumul E.,Linearity constraint in simultaneous interpreting,2011,Linguistica Silesiana,32,,,163,178,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875717679&partnerID=40&md5=79703e0fe3b2a5164b69783b989c5748,"Department of Chinese and Bilingual Studies, The Hong Kong Polytechnic University (PolyU), Hong Kong",22.3028474,114.1784191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3028474,114.1784191
Claudio B.,From international conferences to machinereadable corpora and back: An ethnographic approach to simultaneous interpreter-mediated communicative events,2011,Linguistic Insights,147,,,91,117,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861075469&partnerID=40&md5=a41c7b130e455c7093be0ebb461a8188,"Cairn Energy PLC, United Kingdom",55.9477482,-3.2067037,,"Ikon Science Ltd, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.9477482,-3.2067037
"Andres D., FŸnfer S.",TV interpreting in Germany: the television broadcasting company ARTE in comparison to public broadcasting companies,2011,Interpreters Newsletter,16,,,99,114,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879026565&partnerID=40&md5=d47473a6041ce875e6cf745b538055c4,"University of California, Berkeley, United States",37.8718992,-122.2585399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8718992,-122.2585399
Pignataro C.,Skilled-based and knowledge-based strategies in Television Interpreting,2011,Interpreters Newsletter,16,,,81,98,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879031845&partnerID=40&md5=aa62b2ba427b093ccd3a9ff0e44237f4,"University of Strathclyde, United Kingdom",55.8628285,-4.2428535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.8628285,-4.2428535
