"Office of Special Education and Rehabilitative Services, Department of Educaion",Final Priority--Training of Interpreters for Individuals Who Are Deaf or Hard of Hearing and Individuals Who Are Deaf-Blind Program. Final priority,2016,Federal register,81,156,,53271,53280,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987629893&partnerID=40&md5=211a98b3368d50cd5733ed8801f0527c,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Office of Special Education and Rehabilitative Services, Department of Education",Final Priority--Training of Interpreters for Individuals Who Are Deaf or Hard of Hearing and Individuals Who Are Deaf-Blind Program. Final priority,2016,Federal register,81,142,,48335,48346,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981333081&partnerID=40&md5=dda5bdda794e0976ef36a1cba6ef036b,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Kyle J., Ladd P.",Deaf education and the status of deaf people in the United Kingdom,2009,Deaf People Around the World: Educational and Social Perspectives,,,,245,268,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895102384&partnerID=40&md5=16381b2bed4b5b48293976ff4c1620eb,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Nelson K., Tawaketini I., Spencer R., Goswell D.",Isa Lei: Interpreter training in FIJI,2009,International Perspectives on Sign Language Interpreter Education,,,,171,189,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895720866&partnerID=40&md5=bd1f17b599a53ae94c3b5810a6a252ff,"Polytechnic University of Tirana, Faculty of Mathematics and Physics Engineering, Department of Physics, Albania",0,ZERO_RESULTS,,"University of Tirana, Faculty of Natural Sciences, Department of Physics Tirana, Albania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Wilson C.W.L., McDade R.",From small acorns: The Scottish experience of developing interpreter and translator training,2009,International Perspectives on Sign Language Interpreter Education,,,,96,123,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895668584&partnerID=40&md5=25db0c1b2b61da7795f12d5946a545d9,"Wolfson Molecular Imaging Centre, Biomedical Imaging Institute, University of Manchester, Manchester, United Kingdom",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Chen J.,Authenticity in accreditation tests for interpreters in China,2009,Interpreter and Translator Trainer,3,2,,257,273,,7,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950769847&partnerID=40&md5=5a61271bf1561540916b3fd09c4a7ccd,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Metro-Roland M.,Interpreting meaning: An application of peircean semiotics to tourism [Commentaire: InterprŽter le sens: Application au tourisme des principes sŽmiotiques de Pierce],2009,Tourism Geographies,11,2,,270,279,,20,10.1080/14616680902827225,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349992799&doi=10.1080%2f14616680902827225&partnerID=40&md5=c8a2c1ee51f5cb9af074000d0456d3ef,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Torres PŽrez A.,Conflicts of Rights in the European Union: A Theory of Supranational Adjudication,2009,Conflicts of Rights in the European Union: A Theory of Supranational Adjudication,,,,1,224,,30,10.1093/acprof:oso/9780199568710.001.0001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-82655183112&doi=10.1093%2facprof%3aoso%2f9780199568710.001.0001&partnerID=40&md5=20eb48b673947faff710dd0805a055c3,"Japan National Sign Language Training Center (JNSLTC), Japan",0,ZERO_RESULTS,,"National Research Association of Sign Language Interpretation (NRASLI), Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Tribe R., Thompson K.",Opportunity for development or necessary nuisance? The case for viewing working with interpreters as a bonus in therapeutic work,2009,"International Journal of Migration, Health and Social Care",5,2,,4,12,,5,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953190423&partnerID=40&md5=4a9506c7a59c820177093e98f450cbdb,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Hsieh E.,Bilingual health communication: Medical interpreters' construction of a mediator role,2009,Communicating to Manage Health and Illness,,,,135,160,,7,10.4324/9780203929186,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911457308&doi=10.4324%2f9780203929186&partnerID=40&md5=e9f32542104f195b09bf8b80686ecad4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Ingles P.,More than Nature: Anthropologists as Interpreters of Culture for Nature-Based Tours,2009,Tourism and Applied Anthropologists: Linking Theory and Practice,,,,219,233,,,10.1002/9781444307412.ch11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892866580&doi=10.1002%2f9781444307412.ch11&partnerID=40&md5=7c3d7e8e6c612b68b70d5620661cad0d,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Scheid V.,Globalising Chinese medical understandings of menopause,2009,"East Asian Science, Technology and Society",2,4,,485,506,,6,10.1007/s12280-009-9069-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349989260&doi=10.1007%2fs12280-009-9069-6&partnerID=40&md5=7c0fe02b858c85df4cfdfb3c1f91f927,"Department of Languages and Intercultural Studies (LINCS), Heriot-Watt University, Edinburgh, United States",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Rosendo L.R.,The interpretation in the field of medicine: An exploratory study of the situation of professional practice in Spain from the perspective of medical users [La interpretaci—n en el ‡mbito de la medicina: Estudio exploratorio de la situaci—n de la pr‡ctica profesional en Espana desde la perspectiva de los mŽdicos usuarios],2009,Babel,55,4,,257,265,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910143015&partnerID=40&md5=4e9f6518abd978c71621b625c293b637,"University of Texas Houston School of Public Health, Dallas Regional Campus, 5323 Harry Hines Boulevard, V8.112, Dallas, TX 75390-9128, United States",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Scammell M.K., Senier L., Darrah-Okike J., Brown P., Santos S.","Tangible evidence, trust and power: Public perceptions of community environmental health studies",2009,Social Science and Medicine,68,1,,143,153,,22,10.1016/j.socscimed.2008.10.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57649083802&doi=10.1016%2fj.socscimed.2008.10.002&partnerID=40&md5=63d7f140800eb5ee87e7c5d43279b193,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Miles G.,Reforming the eyes: Interpreters and interpretation in the Vita Apollonii,2009,"Mnemosyne, Supplements",305,,,129,160,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893332979&partnerID=40&md5=49af3e6f48bc448f239ca6ffefe98d47,"Department of Anthropology and Sociology, Cape Breton University, Sydney, NS, Australia",0,ZERO_RESULTS,,"Faculty of Nursing, University of Windsor, Windsor, ON, Australia",,"Escuela Superior de Psicolog’a, Ciudad Ju‡rez, Chihuahua, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Ginde A.A., Clark S., Camargo Jr. C.A.",Language barriers among patients in boston emergency departments: Use of medical interpreters after passage of interpreter legislation,2009,Journal of Immigrant and Minority Health,11,6,,527,530,,16,10.1007/s10903-008-9188-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449535880&doi=10.1007%2fs10903-008-9188-5&partnerID=40&md5=0bf2811c87f136cfd3a2b7c679f7026b,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"McEvoy M., Santos M.T., Marzan M., Green E.H., Milan F.B.",Teaching medical students how to use interpreters: a three year experience.,2009,Medical education online,14,,,12,,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953454089&partnerID=40&md5=d3141f19f0d39290ea550ff7ca18883c,"Research Center of Environmental Education and Communication, Department of Environmental and Natural Resource Management, University of the Aegean, 81100 Mytilene, Greece",0,,,"Department of Environmental and Natural Resource Management, University of Ioannina, University of the Aegean, Mytilene, Greece",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Dekker E., Ginsburg I.F., Lantz M.S.",Working with interpreters in psychotherapy: A case report using the therapist-interpreter team approach,2009,Clinical Geriatrics,17,9,,9,12,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449556976&partnerID=40&md5=cf2fa8169c6ce0a357780722f8d90207,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Suzuki E., Komatsu H., Yorifuji T., Yamamoto E., Doi H., Tsuda T.","[Causal Inference in Medicine Part II. Directed acyclic graphs--a useful method for confounder selection, categorization of potential biases, and hypothesis specification].",2009,Nihon eiseigaku zasshi. Japanese journal of hygiene,64,4,,796,805,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052552710&partnerID=40&md5=dafe937ad19f1a8192b7dacd3e676b7c,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Budowle B., Onorato A.J., Callaghan T.F., Manna A.D., Gross A.M., Guerrieri R.A., Luttman J.C., Mcclure D.L.",Mixture interpretation: defining the relevant features for guidelines for the assessment of mixed dna profiles in forensic casework,2009,Journal of Forensic Sciences,54,4,,810,821,,60,10.1111/j.1556-4029.2009.01046.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650662248&doi=10.1111%2fj.1556-4029.2009.01046.x&partnerID=40&md5=525c4ccdecf1921c03999db36d93e959,"Centre for Biomedical Ethics and Law, Leuven, Belgium",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Cypowyj C., Eisinger F., Huiart L., Sobol H., Morin M., Julian-Reynier C.",Subjective interpretation of inconclusive BRCA1/2 cancer genetic test results and transmission of information to the relatives,2009,Psycho-Oncology,18,2,,209,215,,17,10.1002/pon.1407,https://www.scopus.com/inward/record.uri?eid=2-s2.0-66149158276&doi=10.1002%2fpon.1407&partnerID=40&md5=2fd175d4c745a12e861370f2f7e4437e,"Department of Languages, Literatures and Linguistics, York University, 4700 Keele Street, Toronto, ON M3J 1P3, Canada",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Matsuzawa A., Tamiya N., Wakino K.",The current situation regarding guarantees of legal rights to social welfare and nursing care in Japan: based on an analysis of adjudications spanning the period 1960 to 2005,2009,[Nippon k?sh? eisei zasshi] Japanese journal of public health,56,6,,411,417,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349321138&partnerID=40&md5=17d5355dba7c79fc9956c35b9100af81,"Dept. of Translation, College of Arts, Al-Mustansiriyya University, Iraq",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Thomas P., Shah A., Thornton T.","Language, games and the role of interpreters in psychiatric diagnosis: A Wittgensteinian thought experiment",2009,Medical Humanities,35,1,,13,18,,9,10.1136/jmh.2008.000422,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650021221&doi=10.1136%2fjmh.2008.000422&partnerID=40&md5=860d50c7ba63dc83b5fa7b7cb7c97dce,"Departamento de Filologia y Traduccion, Area de Traduccione Interpretacion, Universidad Pablo de Olavide, Ctra. De Utrera km. 1, Sevilla, Spain",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Usui Y., Nakamura M., Katayama Y., Yamauchi Y.",Establishment of a medical interpreter service in the Okayama Medical Center,2009,IRYO - Japanese Journal of National Medical Services,63,5,,322,326,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650717461&partnerID=40&md5=36dd47a22c4207487021cdd09ae19450,"Medill School, Northwestern University, 105 West Adams Street, #200, Chicago, IL, United States",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Zazove P., Meador H.E., Reed B.D., Sen A., Gorenflo D.W.",Cancer prevention knowledge of people with profound hearing loss,2009,Journal of General Internal Medicine,24,3,,320,326,,20,10.1007/s11606-008-0895-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-60449095965&doi=10.1007%2fs11606-008-0895-3&partnerID=40&md5=3cea27ac001a5e427e5ea75c97212403,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Diamond L.C., Schenker Y., Curry L., Bradley E.H., Fernandez A.",Getting By: Underuse of interpreters by resident physicians,2009,Journal of General Internal Medicine,24,2,,256,262,,121,10.1007/s11606-008-0875-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58649100456&doi=10.1007%2fs11606-008-0875-7&partnerID=40&md5=bff912bfa3bcb517932479fef99f5855,"UniversitŽ Jean Moulin Lyon 3, UMR 5600 Environnement, Ville, SocŽtŽs, France",0,,,"UniversitŽ Jean Moulin Lyon 3, UMR 5600 Environnement, 1, rue de l'UniversitŽ, Ville, SociŽtŽ, 69007 Lyon, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Thornton J.D., Pham K., Engelberg R.A., Jackson J.C., Curtis J.R.",Families with limited English proficiency receive less information and support in interpreted intensive care unit family conferences,2009,Critical Care Medicine,37,1,,89,95,,44,10.1097/CCM.0b013e3181926430,https://www.scopus.com/inward/record.uri?eid=2-s2.0-59649114808&doi=10.1097%2fCCM.0b013e3181926430&partnerID=40&md5=5a80a8a7b3f40b68364ad83448e997ca,"Population Research Center, University of Texas, 1 University Station G1800, Austin, TX 78712-0544, United States",0,,,"Latin American Health Institute, Boston, MA, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Philip A.G.S., Stevenson D.K., Hay W.W., Jr.",Intrauterine growth restriction,2009,"Fetal and Neonatal Brain Injury, Fourth Edition",,,,75,95,,,10.1017/CBO9780511581281.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927066202&doi=10.1017%2fCBO9780511581281.009&partnerID=40&md5=2e27440c2968f7b3a65fde2f828652b8,"Ministre de la Recherche, France",0,,,"Inserm, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Paulik M., Waibel A.",Automatic translation from parallel speech: Simultaneous interpretation as MT training data,2009,"Proceedings of the 2009 IEEE Workshop on Automatic Speech Recognition and Understanding, ASRU 2009",,,5372880,496,501,,1,10.1109/ASRU.2009.5372880,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949363613&doi=10.1109%2fASRU.2009.5372880&partnerID=40&md5=df2c768858eb9ac47fef03b44c4dbba5,"Department of Medicine, Cardiology Division, UNIFESP, Rua Napole‹o de Barros, 715 - TŽrreo, 04039-032, S‹o Paulo, SP, Brazil",0,ZERO_RESULTS,,"Department of Public Health, University of S‹o Paulo, USP, SP, Brazil",,"Department of Morphology and Physiology, School of Medicine of ABC, Santo AndrŽ, SP, Brazil",,"Cardiology Division, School of Medicine of ABC, Santo AndrŽ, SP, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Duru O.O., Home R.N.","Simultaneous interpretation of pressure, temperature and flowrate data for improved model identification and reservoir parameter estimation",2009,Proceedings - SPE Annual Technical Conference and Exhibition,5,,,3319,3337,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78349251708&partnerID=40&md5=55be3ee9fcd7c8f9a20e269f334156c2,"Francesco Milanese, Davide Modica, Dipartimento di Matematica ed Informatica, Universit‡ di Catania, Catania, Italy",0,ZERO_RESULTS,,"Humanitas Centro Catanese di Oncologia, Catania, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Valentini C.B., Bisol C.A., Santa C.D.",Software Junctus: Joining sign language and alphabetical writing,2009,IFIP Advances in Information and Communication Technology,302 AICT,,,58,64,,,10.1007/978-3-642-03115-1_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879547393&doi=10.1007%2f978-3-642-03115-1_6&partnerID=40&md5=f3a9af03c7cc80882ec208decb0ecdf4,"CeFAM/Center for Family and Community Medicine, Department of Neurobiology, Caring Sciences and Society, Karolinska Institutet, Alfred Nobels allŽ 12, SE-141 83 Huddinge, Sweden",0,ZERO_RESULTS,,"Center for Primary Health Care Research, Lund University, Lund, Sweden",,"Stanford Prevention Research Center, Stanford University School of Medicine, Stanford, CA, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Kim S.Y.,Lost in translation: The multicultural interpreter as metaphysical detective in Suki Kim's the interpreter,2009,Detective Fiction in a Postcolonial and Transnational World,,,,195,207,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900115329&partnerID=40&md5=a68bb773b8aa01e9475db09f857b3f74,"Department of Epidemiology, Okayama University Graduate School of Medicine, Dentistry and Pharmaceutical Sciences, Shikata-cho, Kita-ku, Okayama, Japan.",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Zenone I., Nauleau T.","Pharao atomic clocK: Embedded software code interpreter, event driven software architecture and flash file manager",2009,"European Space Agency, (Special Publication) ESA SP",669 SP,,,,,6,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-74549116375&partnerID=40&md5=c13ae46ed2d88ff2fcf6b98e156ef39b,"Inserm U912, Economic and Social Sciences, Health Systems and Societies, 232 Bd Ste Marguerite, 13273 Marseille Cedex 09, France",0,ZERO_RESULTS,,"UniversitŽ Aix-Marseille, UMR912, Marseille, France",,"UniversitŽ Aix-Marseille, Laboratoire de Psychologie Sociale, Aix-en-Provence, France",,"Institut Paoli-Calmettea, Marseille, France",,"Iserm UMR599, Institut de Recherche sur le Cancer, Institut Paoli-Calmettes, Marseille, France",,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Botto E.,"Adriano Bausola, interpreter of modern culture [Adriano Bausola interprete della cultura contemporanea]",2009,Rivista di Filosofia Neo-Scolastica,,1/3/17,,311,321,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953052159&partnerID=40&md5=e4f04b5ef849de7060322f31e5000997,"NHO, Okayama Medical Center, Japan",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Hadziabdic E., HeikkilŠ K., Albin B., Hjelm K.",Migrants' perceptions of using interpreters in health care: Original Article,2009,International Nursing Review,56,4,,461,469,,28,10.1111/j.1466-7657.2009.00738.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449476147&doi=10.1111%2fj.1466-7657.2009.00738.x&partnerID=40&md5=da22ade9315dc906b4d66fbc0b55e64d,"37 Fairlands Avenue, Waterview, Auckland 1026, Aotearoa, New Zealand",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Shroff G., Agarwal P., Devanbu P.",InstantApps: A wysiwyg model driven interpreter for web applications,2009,"2009 31st International Conference on Software Engineering - Companion Volume, ICSE 2009",,,5071040,417,418,,5,10.1109/ICSE-COMPANION.2009.5071040,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349680809&doi=10.1109%2fICSE-COMPANION.2009.5071040&partnerID=40&md5=53df7ff90322b9142be0dab2e4662ab1,"Service de gynecologie-obstetrique, Centre Hospitalier Territorial, BP J5, 98849, Noumea, Nouvelle Caledonie",0,ZERO_RESULTS,,"Institut Pasteur de Nouvelle-Caledonie, Centre de Biologie Medicale, BP 61, 98845 Noumea, Nouvelle-Caledonie",,"Laboratoire de la Toxoplasmose, Institut de Puericulture et de Perinatalogie, 26, bid Brune, 75014 Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Searight H.R., Searight B.K.",Working With Foreign Language Interpreters: Recommendations for Psychological Practice,2009,Professional Psychology: Research and Practice,40,5,,444,451,,17,10.1037/a0016788,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350489475&doi=10.1037%2fa0016788&partnerID=40&md5=db3867afad1e8b264646ee6f6cf54e37,"Department of Molecular Hematology and Therapy and Stem Cell Transplantation and Cellular Therapy, University of Texas, M. D. Anderson Cancer Center, Houston, United States",0,ZERO_RESULTS,,"Department of Leukemia, University of Texas, M. D. Anderson Cancer Center, Houston, United States",,"Department of Stem Cell Transplantation and Cellular Therapy and Leukemia, University of Texas, M. D. Anderson Cancer Center, 1515 Holcombe Boulevard, Houston, TX 77030, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Lastein D.B., Vaarst M., Enevoldsen C.",Veterinary decision making in relation to metritis - A qualitative approach to understand the background for variation and bias in veterinary medical records,2009,Acta Veterinaria Scandinavica,51,1,36,,,,8,10.1186/1751-0147-51-36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349431280&doi=10.1186%2f1751-0147-51-36&partnerID=40&md5=8ca0e8eced6f5bf8bcdc2b0bd01efefc,"Robert Wood Johnson Clinical Scholars Program, Yale University School of Medicine, New Haven, CT, United States",0,ZERO_RESULTS,,"VA Medical Center, West Haven, CT, United States",,"Division of General Internal Medicine, University of California at San Francisco, San Francisco, CA, United States",,"Division of Health Policy and Administration, Yale University School of Public Health, New Haven, CA, United States",,"Palo Alto Medical Foundation Research Institute, Ames Building, 795 El Camino Real, Palo Alto, CA 94301, United States",,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Carette J., Kiselyov O., Shan C.-C.","Finally tagless, partially evaluated: Tagless staged interpreters for simpler typed languages",2009,Journal of Functional Programming,19,5,,509,543,,87,10.1017/S0956796809007205,https://www.scopus.com/inward/record.uri?eid=2-s2.0-74149083935&doi=10.1017%2fS0956796809007205&partnerID=40&md5=df39a1faf8cc2112863b8bc8053dcea0,"Center for Reducing Health Disparities, MetroHealth Medical Center, Case Western Reserve University, Cleveland, OH, United States",0,ZERO_RESULTS,,"Department of Emergency Medicine, Kern Medical Center, Bakersfield, CA, United States",,"Division of Pulmonary and Critical Care Medicine, Department of Medicine, University of Washington, Seattle, WA, United States",,"Division of General Internal Medicine, Department of Medicine, University of Washington, Seattle, WA, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Cross B.,Hearing out children's narrative pathways to adulthood: Young people as interpreters of their own childhoods in diverging working-class scottish communities,2009,Childhood,16,3,,335,353,,6,10.1177/0907568209335314,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449394211&doi=10.1177%2f0907568209335314&partnerID=40&md5=5b1268fc23c93b580f80b2c5e96f90e5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Mechner F.,Analyzing variable behavioral contingencies: Are certain complex skills homologous with locomotion?,2009,Behavioural Processes,81,2,,316,321,,2,10.1016/j.beproc.2008.12.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-64949154347&doi=10.1016%2fj.beproc.2008.12.004&partnerID=40&md5=72794ad78df9de8d609df151aa6af920,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Xue Y.,"""History"" beyond ""histories"" in Interpreter of Maladies",2009,Foreign Literature Studies,31,3,,27,33,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880650248&partnerID=40&md5=4b6332e0f0593295592c4ef3508bcb69,"College of Computer Science, Yangtze University, 434023 Jingzhou, China",0,ZERO_RESULTS,,"School of Computer, Wuhan University, 430072 Wuhan, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Marschark M., Sapere P., Seewagen R.",Sign Language Interpreting and Interpreter Education: Directions for Research and Practice,2009,Sign Language Interpreting and Interpreter Education: Directions for Research and Practice,,,,1,384,,8,10.1093/acprof/9780195176940.001.0001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921389694&doi=10.1093%2facprof%2f9780195176940.001.0001&partnerID=40&md5=1b7f841d6424b508550b670b1f017c75,"Interactive Systems Laboratories (interACT), Carnegie Mellon University, United States",0,ZERO_RESULTS,,"UniversitŠt Karlsruhe, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Napier J.,Linguistic Features and Strategies of Interpreting: From Research to Education to Practice,2009,Sign Language Interpreting and Interpreter Education: Directions for Research and Practice,,,,,,,,10.1093/acprof/9780195176940.003.0004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922761333&doi=10.1093%2facprof%2f9780195176940.003.0004&partnerID=40&md5=2a60dccb8e2c2537c8c311220afc47b2,"Department of Otorhinolaryngology, Faculty of Medicine and Health Sciences, Ghent University Hospital, De Pintelaan 185 2P1, B-9000, Gent, Belgium",0,ZERO_RESULTS,,"English Department, Faculty of Arts and Philosophy, Ghent University, Ghent, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Morales S.E., Holben W.E.",Empirical testing of 16S rRNA gene PCR primer pairs reveals variance in target specificity and efficacy not suggested by in silico analysis,2009,Applied and Environmental Microbiology,75,9,,2677,2683,,38,10.1128/AEM.02166-08,https://www.scopus.com/inward/record.uri?eid=2-s2.0-65549088842&doi=10.1128%2fAEM.02166-08&partnerID=40&md5=92c8b3e79df69c19213261bd6f86d355,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Ihnen S.K.Z., Church J.A., Petersen S.E., Schlaggar B.L.",Lack of generalizability of sex differences in the fMRI BOLD activity associated with language processing in adults,2009,NeuroImage,45,3,,1020,1032,,19,10.1016/j.neuroimage.2008.12.034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-61649083719&doi=10.1016%2fj.neuroimage.2008.12.034&partnerID=40&md5=f015038e53ed38a87cd9f608a24774dc,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Messias D.K.H., McDowell L., Estrada R.D.",Language interpreting as social justice work: Perspectives of formal and informal healthcare interpreters,2009,Advances in Nursing Science,32,2,,128,143,,25,10.1097/ANS.0b013e3181a3af97,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650139062&doi=10.1097%2fANS.0b013e3181a3af97&partnerID=40&md5=2b54940414c104b43e4674e33e13c503,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Proverbio A.M., Adorni R., Zani A.",Inferring native language from early bio-electrical activity,2009,Biological Psychology,80,1,,52,63,,18,10.1016/j.biopsycho.2008.02.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58049208001&doi=10.1016%2fj.biopsycho.2008.02.006&partnerID=40&md5=029a61c6e6950c5c8b279d2ee5657479,"CNES, DCT/SB/LV, 18 avenue E Belin, 31401 Toulouse Cedex 9, France",0,ZERO_RESULTS,,"CS Communication and Systemes, rue Brindejonc des Moulinais, 31506 Toulouse Cedex 5, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
